epoch,steps,accuracy
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
1,2,0.8
